benchmark,family,result,time,memory
ball_count_1d_plain.10.seq_lazy_global_4,hycomp,unsat,0.022,20.809
ball_count_1d_plain.10.seq_lazy_global_5,hycomp,unsat,0.02,20.941
ball_count_1d_plain.10.seq_lazy_global_6,hycomp,unsat,0.017,21.102
ball_count_1d_plain.10.seq_lazy_global_7,hycomp,unsat,0.016,21.18
ball_count_1d_plain.10.seq_lazy_global_8,hycomp,unsat,0.024,21.371
ball_count_1d_plain.10.seq_lazy_global_9,hycomp,unsat,0.015,21.418
ball_count_1d_plain.10.seq_lazy_lemmas_global_0,hycomp,unsat,0.019,20.418
ball_count_1d_plain.10.seq_lazy_lemmas_global_10,hycomp,unsat,0.023,21.879
ball_count_1d_plain.10.seq_lazy_lemmas_global_11,hycomp,unsat,0.02,21.945
ball_count_1d_plain.10.seq_lazy_lemmas_global_12,hycomp,unsat,0.037,21.941
ball_count_1d_plain.10.seq_lazy_lemmas_global_13,hycomp,unsat,0.02,21.906
ball_count_1d_plain.10.seq_lazy_lemmas_global_14,hycomp,unsat,0.039,22.227
ball_count_1d_plain.10.seq_lazy_lemmas_global_15,hycomp,unsat,0.02,22.219
ball_count_1d_plain.10.seq_lazy_lemmas_global_1,hycomp,unsat,0.013,20.457
ball_count_1d_plain.10.seq_lazy_lemmas_global_2,hycomp,unsat,0.014,20.641
ball_count_1d_plain.10.seq_lazy_lemmas_global_3,hycomp,unsat,0.017,20.828
ball_count_1d_plain.10.seq_lazy_lemmas_global_4,hycomp,unsat,0.016,20.891
ball_count_1d_plain.10.seq_lazy_lemmas_global_5,hycomp,unsat,0.015,21.105
ball_count_1d_plain.10.seq_lazy_lemmas_global_6,hycomp,unsat,0.024,21.316
ball_count_1d_plain.10.seq_lazy_lemmas_global_7,hycomp,unsat,0.015,21.434
ball_count_1d_plain.10.seq_lazy_lemmas_global_8,hycomp,unsat,0.024,21.488
ball_count_1d_plain.10.seq_lazy_lemmas_global_9,hycomp,unsat,0.02,21.566
ball_count_1d_plain.10.seq_lazy_linear_enc_global_0,hycomp,unsat,0.009,20.414
ball_count_1d_plain.10.seq_lazy_linear_enc_global_10,hycomp,unsat,0.022,21.656
ball_count_1d_plain.10.seq_lazy_linear_enc_global_11,hycomp,unsat,0.016,21.488
ball_count_1d_plain.10.seq_lazy_linear_enc_global_12,hycomp,unsat,0.021,21.695
ball_count_1d_plain.10.seq_lazy_linear_enc_global_13,hycomp,unsat,0.018,21.75
ball_count_1d_plain.10.seq_lazy_linear_enc_global_14,hycomp,unsat,0.031,21.941
ball_count_1d_plain.10.seq_lazy_linear_enc_global_15,hycomp,unsat,0.025,21.918
ball_count_1d_plain.10.seq_lazy_linear_enc_global_1,hycomp,unsat,0.01,20.449
ball_count_1d_plain.10.seq_lazy_linear_enc_global_2,hycomp,unsat,0.01,20.621
ball_count_1d_plain.10.seq_lazy_linear_enc_global_3,hycomp,unsat,0.014,20.66
ball_count_1d_plain.10.seq_lazy_linear_enc_global_4,hycomp,unsat,0.013,20.809
ball_count_1d_plain.10.seq_lazy_linear_enc_global_5,hycomp,unsat,0.016,20.898
ball_count_1d_plain.10.seq_lazy_linear_enc_global_6,hycomp,unsat,0.023,21.102
ball_count_1d_plain.10.seq_lazy_linear_enc_global_7,hycomp,unsat,0.016,21.18
ball_count_1d_plain.10.seq_lazy_linear_enc_global_8,hycomp,unsat,0.018,21.371
ball_count_1d_plain.10.seq_lazy_linear_enc_global_9,hycomp,unsat,0.023,21.418
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.014,20.418
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_10,hycomp,unsat,0.027,21.918
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.024,21.637
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_12,hycomp,unsat,0.038,21.977
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.026,21.867
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_14,hycomp,unsat,0.038,22.168
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.021,22.105
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.018,20.457
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.016,20.652
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.015,20.832
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.017,20.891
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.015,21.094
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.019,21.305
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.017,21.461
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,0.028,21.477
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.017,21.668
ball_count_2d_hill.01.redlog_global_0,hycomp,unsat,0.01,20.496
ball_count_2d_hill.01.redlog_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.01.redlog_global_11,hycomp,unsat,0.028,23.074
ball_count_2d_hill.01.redlog_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.01.redlog_global_13,hycomp,unsat,0.033,23.691
ball_count_2d_hill.01.redlog_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.01.redlog_global_15,hycomp,unsat,0.039,24.07
ball_count_2d_hill.01.redlog_global_1,hycomp,unsat,0.017,20.777
ball_count_2d_hill.01.redlog_global_2,hycomp,memoryout,0,0
ball_count_2d_hill.01.redlog_global_3,hycomp,unsat,0.022,21.246
ball_count_2d_hill.01.redlog_global_4,hycomp,memoryout,0,0
ball_count_2d_hill.01.redlog_global_5,hycomp,unsat,0.017,21.625
ball_count_2d_hill.01.redlog_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.01.redlog_global_7,hycomp,unsat,0.021,22.07
ball_count_2d_hill.01.redlog_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.01.redlog_global_9,hycomp,unsat,0.03,22.691
ball_count_2d_hill.01.seq_lazy_global_0,hycomp,unsat,0.018,20.418
ball_count_2d_hill.01.seq_lazy_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_global_11,hycomp,unsat,0.026,22.187
ball_count_2d_hill.01.seq_lazy_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_global_13,hycomp,unsat,0.022,22.215
ball_count_2d_hill.01.seq_lazy_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_global_15,hycomp,unsat,0.026,22.527
ball_count_2d_hill.01.seq_lazy_global_1,hycomp,unsat,0.01,20.492
ball_count_2d_hill.01.seq_lazy_global_2,hycomp,unsat,0.02,20.812
ball_count_2d_hill.01.seq_lazy_global_3,hycomp,unsat,0.016,20.898
ball_count_2d_hill.01.seq_lazy_global_4,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_global_5,hycomp,unsat,0.018,21.184
ball_count_2d_hill.01.seq_lazy_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_global_7,hycomp,unsat,0.018,21.363
ball_count_2d_hill.01.seq_lazy_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_global_9,hycomp,unsat,0.023,21.762
ball_count_2d_hill.01.seq_lazy_lemmas_global_0,hycomp,unsat,0.019,20.43
ball_count_2d_hill.01.seq_lazy_lemmas_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_lemmas_global_11,hycomp,unsat,0.02,22.133
ball_count_2d_hill.01.seq_lazy_lemmas_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_lemmas_global_13,hycomp,unsat,0.031,22.508
ball_count_2d_hill.01.seq_lazy_lemmas_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_lemmas_global_15,hycomp,unsat,0.026,22.785
ball_count_2d_hill.01.seq_lazy_lemmas_global_1,hycomp,unsat,0.014,20.5
ball_count_2d_hill.01.seq_lazy_lemmas_global_2,hycomp,unsat,0.016,20.863
ball_count_2d_hill.01.seq_lazy_lemmas_global_3,hycomp,unsat,0.02,20.977
ball_count_2d_hill.01.seq_lazy_lemmas_global_4,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_lemmas_global_5,hycomp,unsat,0.02,21.227
ball_count_2d_hill.01.seq_lazy_lemmas_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_lemmas_global_7,hycomp,unsat,0.024,21.574
ball_count_2d_hill.01.seq_lazy_lemmas_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_lemmas_global_9,hycomp,unsat,0.021,21.953
ball_count_2d_hill.01.seq_lazy_linear_enc_global_0,hycomp,unsat,0.012,20.418
ball_count_2d_hill.01.seq_lazy_linear_enc_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_global_11,hycomp,unsat,0.021,22.184
ball_count_2d_hill.01.seq_lazy_linear_enc_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_global_13,hycomp,unsat,0.022,22.207
ball_count_2d_hill.01.seq_lazy_linear_enc_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_global_15,hycomp,unsat,0.03,22.484
ball_count_2d_hill.01.seq_lazy_linear_enc_global_1,hycomp,unsat,0.01,20.488
ball_count_2d_hill.01.seq_lazy_linear_enc_global_2,hycomp,unsat,0.016,20.828
ball_count_2d_hill.01.seq_lazy_linear_enc_global_3,hycomp,unsat,0.02,20.801
ball_count_2d_hill.01.seq_lazy_linear_enc_global_4,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_global_5,hycomp,unsat,0.018,21.168
ball_count_2d_hill.01.seq_lazy_linear_enc_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_global_7,hycomp,unsat,0.024,21.492
ball_count_2d_hill.01.seq_lazy_linear_enc_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_global_9,hycomp,unsat,0.023,21.754
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.009,20.426
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.024,22.199
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.024,22.598
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.031,22.871
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.014,20.648
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.013,20.836
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.016,20.914
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_4,hycomp,sat,215.285,22.613
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.014,21.285
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.026,21.559
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.01.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.021,22.066
ball_count_2d_hill.02.redlog_global_0,hycomp,unsat,0.015,20.496
ball_count_2d_hill.02.redlog_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.02.redlog_global_11,hycomp,unsat,0.026,23.051
ball_count_2d_hill.02.redlog_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.02.redlog_global_13,hycomp,unsat,0.034,23.691
ball_count_2d_hill.02.redlog_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.02.redlog_global_15,hycomp,unsat,0.031,24.086
ball_count_2d_hill.02.redlog_global_1,hycomp,unsat,0.012,20.777
ball_count_2d_hill.02.redlog_global_2,hycomp,unsat,0.023,21.02
ball_count_2d_hill.02.redlog_global_3,hycomp,unsat,0.014,21.215
ball_count_2d_hill.02.redlog_global_4,hycomp,memoryout,0,0
ball_count_2d_hill.02.redlog_global_5,hycomp,unsat,0.021,21.773
ball_count_2d_hill.02.redlog_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.02.redlog_global_7,hycomp,unsat,0.023,22.129
ball_count_2d_hill.02.redlog_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.02.redlog_global_9,hycomp,unsat,0.027,22.637
ball_count_2d_hill.02.seq_lazy_global_0,hycomp,unsat,0.015,20.418
ball_count_2d_hill.02.seq_lazy_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_global_11,hycomp,unsat,0.022,22.187
ball_count_2d_hill.02.seq_lazy_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_global_13,hycomp,unsat,0.019,22.211
ball_count_2d_hill.02.seq_lazy_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_global_15,hycomp,unsat,0.024,22.398
ball_count_2d_hill.02.seq_lazy_global_1,hycomp,unsat,0.019,20.488
ball_count_2d_hill.02.seq_lazy_global_2,hycomp,unsat,0.017,20.855
ball_count_2d_hill.02.seq_lazy_global_3,hycomp,unsat,0.015,20.773
ball_count_2d_hill.02.seq_lazy_global_4,hycomp,unsat,0.072,21.285
ball_count_2d_hill.02.seq_lazy_global_5,hycomp,unsat,0.015,21.172
ball_count_2d_hill.02.seq_lazy_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_global_7,hycomp,unsat,0.019,21.363
ball_count_2d_hill.02.seq_lazy_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_global_9,hycomp,unsat,0.023,21.609
ball_count_2d_hill.02.seq_lazy_lemmas_global_0,hycomp,unsat,0.015,20.43
ball_count_2d_hill.02.seq_lazy_lemmas_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_lemmas_global_11,hycomp,unsat,0.023,22.223
ball_count_2d_hill.02.seq_lazy_lemmas_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_lemmas_global_13,hycomp,unsat,0.027,22.531
ball_count_2d_hill.02.seq_lazy_lemmas_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_lemmas_global_15,hycomp,unsat,0.031,22.812
ball_count_2d_hill.02.seq_lazy_lemmas_global_1,hycomp,unsat,0.02,20.5
ball_count_2d_hill.02.seq_lazy_lemmas_global_2,hycomp,unsat,0.016,20.719
ball_count_2d_hill.02.seq_lazy_lemmas_global_3,hycomp,unsat,0.017,20.941
ball_count_2d_hill.02.seq_lazy_lemmas_global_4,hycomp,unsat,0.02,21.301
ball_count_2d_hill.02.seq_lazy_lemmas_global_5,hycomp,unsat,0.015,21.34
ball_count_2d_hill.02.seq_lazy_lemmas_global_6,hycomp,unsat,0.217,21.82
ball_count_2d_hill.02.seq_lazy_lemmas_global_7,hycomp,unsat,0.019,21.57
ball_count_2d_hill.02.seq_lazy_lemmas_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_lemmas_global_9,hycomp,unsat,0.025,22.066
ball_count_2d_hill.02.seq_lazy_linear_enc_global_0,hycomp,unsat,0.012,20.418
ball_count_2d_hill.02.seq_lazy_linear_enc_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_global_11,hycomp,unsat,0.027,22.168
ball_count_2d_hill.02.seq_lazy_linear_enc_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_global_13,hycomp,unsat,0.023,22.207
ball_count_2d_hill.02.seq_lazy_linear_enc_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_global_15,hycomp,unsat,0.024,22.383
ball_count_2d_hill.02.seq_lazy_linear_enc_global_1,hycomp,unsat,0.019,20.488
ball_count_2d_hill.02.seq_lazy_linear_enc_global_2,hycomp,unsat,0.016,20.828
ball_count_2d_hill.02.seq_lazy_linear_enc_global_3,hycomp,unsat,0.015,20.773
ball_count_2d_hill.02.seq_lazy_linear_enc_global_4,hycomp,unsat,0.065,21.27
ball_count_2d_hill.02.seq_lazy_linear_enc_global_5,hycomp,unsat,0.016,21.168
ball_count_2d_hill.02.seq_lazy_linear_enc_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_global_7,hycomp,unsat,0.015,21.492
ball_count_2d_hill.02.seq_lazy_linear_enc_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_global_9,hycomp,unsat,0.02,21.52
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.009,20.426
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.023,22.105
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.023,22.48
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.022,22.75
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.014,20.496
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.016,20.719
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.016,20.937
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.024,21.289
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.014,21.273
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.648,22.328
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.017,21.555
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.02,21.895
ball_count_2d_hill.03.redlog_global_0,hycomp,unsat,0.019,20.492
ball_count_2d_hill.03.redlog_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.03.redlog_global_11,hycomp,unsat,0.043,23.148
ball_count_2d_hill.03.redlog_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.03.redlog_global_13,hycomp,unsat,0.057,24.02
ball_count_2d_hill.03.redlog_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.03.redlog_global_15,hycomp,unsat,0.048,24.191
ball_count_2d_hill.03.redlog_global_1,hycomp,unsat,0.015,20.781
ball_count_2d_hill.03.redlog_global_2,hycomp,unsat,0.017,20.984
ball_count_2d_hill.03.redlog_global_3,hycomp,unsat,0.022,21.207
ball_count_2d_hill.03.redlog_global_4,hycomp,unsat,0.03,21.43
ball_count_2d_hill.03.redlog_global_5,hycomp,unsat,0.031,21.734
ball_count_2d_hill.03.redlog_global_6,hycomp,memoryout,0,0
ball_count_2d_hill.03.redlog_global_7,hycomp,unsat,2.262,26.504
ball_count_2d_hill.03.redlog_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.03.redlog_global_9,hycomp,unsat,0.034,22.645
ball_count_2d_hill.03.seq_lazy_global_0,hycomp,unsat,0.016,20.418
ball_count_2d_hill.03.seq_lazy_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_global_11,hycomp,unsat,0.034,22.199
ball_count_2d_hill.03.seq_lazy_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_global_13,hycomp,unsat,0.043,22.367
ball_count_2d_hill.03.seq_lazy_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_global_15,hycomp,unsat,0.047,22.836
ball_count_2d_hill.03.seq_lazy_global_1,hycomp,unsat,0.019,20.492
ball_count_2d_hill.03.seq_lazy_global_2,hycomp,unsat,0.016,20.836
ball_count_2d_hill.03.seq_lazy_global_3,hycomp,unsat,0.017,20.895
ball_count_2d_hill.03.seq_lazy_global_4,hycomp,unsat,0.028,21.141
ball_count_2d_hill.03.seq_lazy_global_5,hycomp,unsat,0.038,21.508
ball_count_2d_hill.03.seq_lazy_global_6,hycomp,unsat,0.19,21.875
ball_count_2d_hill.03.seq_lazy_global_7,hycomp,unsat,0.033,21.66
ball_count_2d_hill.03.seq_lazy_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_global_9,hycomp,unsat,0.036,21.797
ball_count_2d_hill.03.seq_lazy_lemmas_global_0,hycomp,unsat,0.015,20.43
ball_count_2d_hill.03.seq_lazy_lemmas_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_lemmas_global_11,hycomp,unsat,0.05,22.477
ball_count_2d_hill.03.seq_lazy_lemmas_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_lemmas_global_13,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_lemmas_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_lemmas_global_15,hycomp,unsat,0.061,23.184
ball_count_2d_hill.03.seq_lazy_lemmas_global_1,hycomp,unsat,0.013,20.652
ball_count_2d_hill.03.seq_lazy_lemmas_global_2,hycomp,unsat,0.013,20.719
ball_count_2d_hill.03.seq_lazy_lemmas_global_3,hycomp,unsat,0.017,21.012
ball_count_2d_hill.03.seq_lazy_lemmas_global_4,hycomp,unsat,0.021,21.309
ball_count_2d_hill.03.seq_lazy_lemmas_global_5,hycomp,unsat,0.022,21.379
ball_count_2d_hill.03.seq_lazy_lemmas_global_6,hycomp,unsat,0.142,21.906
ball_count_2d_hill.03.seq_lazy_lemmas_global_7,hycomp,unsat,0.027,21.578
ball_count_2d_hill.03.seq_lazy_lemmas_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_lemmas_global_9,hycomp,unsat,0.151,22.414
ball_count_2d_hill.03.seq_lazy_linear_enc_global_0,hycomp,unsat,0.012,20.418
ball_count_2d_hill.03.seq_lazy_linear_enc_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_linear_enc_global_11,hycomp,unsat,0.025,22.191
ball_count_2d_hill.03.seq_lazy_linear_enc_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_linear_enc_global_13,hycomp,unsat,0.05,22.383
ball_count_2d_hill.03.seq_lazy_linear_enc_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_linear_enc_global_15,hycomp,unsat,0.055,22.809
ball_count_2d_hill.03.seq_lazy_linear_enc_global_1,hycomp,unsat,0.013,20.492
ball_count_2d_hill.03.seq_lazy_linear_enc_global_2,hycomp,unsat,0.013,20.836
ball_count_2d_hill.03.seq_lazy_linear_enc_global_3,hycomp,unsat,0.016,20.773
ball_count_2d_hill.03.seq_lazy_linear_enc_global_4,hycomp,unsat,0.028,21.105
ball_count_2d_hill.03.seq_lazy_linear_enc_global_5,hycomp,unsat,0.029,21.324
ball_count_2d_hill.03.seq_lazy_linear_enc_global_6,hycomp,unsat,0.171,21.863
ball_count_2d_hill.03.seq_lazy_linear_enc_global_7,hycomp,unsat,0.035,21.637
ball_count_2d_hill.03.seq_lazy_linear_enc_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_linear_enc_global_9,hycomp,unsat,0.043,21.879
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.011,20.426
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.122,22.57
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,366.021,37.609
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.106,23.164
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.013,20.496
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.013,20.695
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.014,20.934
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.02,21.301
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.018,21.434
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,2.257,27.664
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.023,21.562
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,0.944,22.285
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_9,hycomp,memoryout,0,0
ball_count_2d_hill.04.redlog_global_0,hycomp,unsat,0.013,20.496
ball_count_2d_hill.04.redlog_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.04.redlog_global_11,hycomp,unsat,0.214,24.195
ball_count_2d_hill.04.redlog_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.04.redlog_global_13,hycomp,unsat,0.04,23.883
ball_count_2d_hill.04.redlog_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.04.redlog_global_15,hycomp,memoryout,0,0
ball_count_2d_hill.04.redlog_global_1,hycomp,unsat,0.014,20.77
ball_count_2d_hill.04.redlog_global_2,hycomp,unsat,0.024,20.996
ball_count_2d_hill.04.redlog_global_3,hycomp,unsat,0.021,21.258
ball_count_2d_hill.04.redlog_global_4,hycomp,unsat,0.025,21.402
ball_count_2d_hill.04.redlog_global_5,hycomp,unsat,0.023,21.719
ball_count_2d_hill.04.redlog_global_6,hycomp,unsat,0.042,22.125
ball_count_2d_hill.04.redlog_global_7,hycomp,unsat,0.063,22.445
ball_count_2d_hill.04.redlog_global_8,hycomp,memoryout,0,0
ball_count_2d_hill.04.redlog_global_9,hycomp,unsat,0.043,22.648
ball_count_2d_hill.04.seq_lazy_global_0,hycomp,unsat,0.009,20.418
ball_count_2d_hill.04.seq_lazy_global_10,hycomp,memoryout,0,0
ball_count_2d_hill.04.seq_lazy_global_11,hycomp,unsat,0.044,22.258
ball_count_2d_hill.04.seq_lazy_global_12,hycomp,memoryout,0,0
ball_count_2d_hill.04.seq_lazy_global_13,hycomp,unsat,0.12,22.496
ball_count_2d_hill.04.seq_lazy_global_14,hycomp,memoryout,0,0
ball_count_2d_hill.04.seq_lazy_global_15,hycomp,unsat,0.046,22.781
