benchmark,family,result,time,memory
mbo_E5E19,20161105-Sturm-MBO,unsat,0.114,26.203
mbo_E5E20,20161105-Sturm-MBO,unsat,0.147,24.77
mbo_E5E21,20161105-Sturm-MBO,unsat,0.02,20.496
mbo_E5E22,20161105-Sturm-MBO,unsat,0.093,24.937
mbo_E5E23,20161105-Sturm-MBO,unsat,0.016,20.512
mbo_E5E24,20161105-Sturm-MBO,unsat,0.108,25.34
mbo_E5E25,20161105-Sturm-MBO,unsat,0.096,25.047
mbo_E5E26,20161105-Sturm-MBO,unsat,0.016,20.508
mbo_E5E27,20161105-Sturm-MBO,unsat,0.02,20.52
mbo_E5E28,20161105-Sturm-MBO,unsat,0.013,20.535
mbo_E5E6,20161105-Sturm-MBO,unsat,0.018,20.648
mbo_E5E7,20161105-Sturm-MBO,unsat,0.013,20.496
mbo_E5E8,20161105-Sturm-MBO,unsat,0.13,26.758
mbo_E5E9,20161105-Sturm-MBO,unsat,0.017,20.637
mbo_E5,20161105-Sturm-MBO,unsat,0.013,20.457
mbo_E6E10,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E11,20161105-Sturm-MBO,unsat,0.012,20.453
mbo_E6E12,20161105-Sturm-MBO,unsat,0.119,26.449
mbo_E6E13,20161105-Sturm-MBO,unsat,0.126,26.602
mbo_E6E14,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E15,20161105-Sturm-MBO,unsat,0.126,26.449
mbo_E6E16,20161105-Sturm-MBO,unsat,0.017,20.551
mbo_E6E17,20161105-Sturm-MBO,unsat,0.016,20.523
mbo_E6E18,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E19,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E20,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E21,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E22,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E23,20161105-Sturm-MBO,unsat,0.013,20.504
mbo_E6E24,20161105-Sturm-MBO,unsat,0.132,25.141
mbo_E6E25,20161105-Sturm-MBO,memoryout,0,0
mbo_E6E26,20161105-Sturm-MBO,unsat,0.016,20.527
mbo_E6E27,20161105-Sturm-MBO,unsat,0.013,20.504
mbo_E6E28,20161105-Sturm-MBO,unsat,0.016,20.531
mbo_E6E7,20161105-Sturm-MBO,unsat,0.015,20.492
mbo_E6E8,20161105-Sturm-MBO,unsat,0.126,26.699
mbo_E6E9,20161105-Sturm-MBO,unsat,0.021,20.527
mbo_E6,20161105-Sturm-MBO,unsat,0.013,20.449
mbo_E7E10,20161105-Sturm-MBO,memoryout,0,0
mbo_E7E11,20161105-Sturm-MBO,unsat,0.012,20.406
mbo_E7E12,20161105-Sturm-MBO,unsat,0.072,23.219
mbo_E7E13,20161105-Sturm-MBO,unsat,0.071,23.488
mbo_E7E14,20161105-Sturm-MBO,memoryout,0,0
mbo_E7E15,20161105-Sturm-MBO,unsat,0.066,23.219
mbo_E7E16,20161105-Sturm-MBO,unsat,0.017,20.508
mbo_E7E17,20161105-Sturm-MBO,unsat,0.012,20.488
mbo_E7E18,20161105-Sturm-MBO,memoryout,0,0
mbo_E7E19,20161105-Sturm-MBO,unsat,0.066,23.066
mbo_E7E20,20161105-Sturm-MBO,unsat,0.042,22.105
mbo_E7E21,20161105-Sturm-MBO,unsat,0.014,20.508
mbo_E7E22,20161105-Sturm-MBO,unsat,0.047,22.43
mbo_E7E23,20161105-Sturm-MBO,unsat,0.014,20.523
mbo_E7E24,20161105-Sturm-MBO,unsat,0.048,22.719
mbo_E7E25,20161105-Sturm-MBO,unsat,0.046,22.59
mbo_E7E26,20161105-Sturm-MBO,unsat,0.02,20.543
mbo_E7E27,20161105-Sturm-MBO,unsat,0.012,20.406
mbo_E7E28,20161105-Sturm-MBO,unsat,0.018,20.547
mbo_E7E8,20161105-Sturm-MBO,unsat,0.075,23.82
mbo_E7E9,20161105-Sturm-MBO,unsat,0.018,20.496
mbo_E7,20161105-Sturm-MBO,unsat,0.011,20.406
mbo_E8E10,20161105-Sturm-MBO,memoryout,0,0
mbo_E8E11,20161105-Sturm-MBO,unsat,0.053,22.562
mbo_E8E12,20161105-Sturm-MBO,unsat,0.114,25.09
mbo_E8E13,20161105-Sturm-MBO,unsat,0.118,25.609
mbo_E8E14,20161105-Sturm-MBO,memoryout,0,0
mbo_E8E15,20161105-Sturm-MBO,unsat,0.122,25.09
mbo_E8E16,20161105-Sturm-MBO,memoryout,0,0
mbo_E8E17,20161105-Sturm-MBO,memoryout,0,0
mbo_E8E18,20161105-Sturm-MBO,unsat,0.11,25.187
mbo_E8E19,20161105-Sturm-MBO,unsat,0.103,25.004
mbo_E8E20,20161105-Sturm-MBO,memoryout,0,0
mbo_E8E21,20161105-Sturm-MBO,memoryout,0,0
mbo_E8E22,20161105-Sturm-MBO,unsat,0.095,24.344
mbo_E8E23,20161105-Sturm-MBO,unsat,0.087,24.262
mbo_E8E24,20161105-Sturm-MBO,unsat,0.095,24.621
mbo_E8E25,20161105-Sturm-MBO,unsat,0.087,24.562
mbo_E8E26,20161105-Sturm-MBO,unsat,0.083,24.453
mbo_E8E27,20161105-Sturm-MBO,unsat,0.032,21.77
mbo_E8E28,20161105-Sturm-MBO,unsat,0.09,24.617
mbo_E8E9,20161105-Sturm-MBO,memoryout,0,0
mbo_E8,20161105-Sturm-MBO,unsat,0.022,20.941
mbo_E9E10,20161105-Sturm-MBO,unsat,0.031,21.164
mbo_E9E11,20161105-Sturm-MBO,unsat,0.013,20.426
mbo_E9E12,20161105-Sturm-MBO,unsat,0.088,24.23
mbo_E9E13,20161105-Sturm-MBO,unsat,0.104,25.078
mbo_E9E14,20161105-Sturm-MBO,memoryout,0,0
mbo_E9E15,20161105-Sturm-MBO,unsat,0.087,24.23
mbo_E9E16,20161105-Sturm-MBO,unsat,0.017,20.535
mbo_E9E17,20161105-Sturm-MBO,unsat,0.014,20.512
mbo_E9E18,20161105-Sturm-MBO,memoryout,0,0
mbo_E9E19,20161105-Sturm-MBO,memoryout,0,0
mbo_E9E20,20161105-Sturm-MBO,unsat,0.023,20.996
mbo_E9E21,20161105-Sturm-MBO,unsat,0.013,20.434
mbo_E9E22,20161105-Sturm-MBO,memoryout,0,0
mbo_E9E23,20161105-Sturm-MBO,unsat,0.016,20.492
mbo_E9E24,20161105-Sturm-MBO,memoryout,0,0
mbo_E9E25,20161105-Sturm-MBO,memoryout,0,0
mbo_E9E26,20161105-Sturm-MBO,unsat,0.015,20.512
mbo_E9E27,20161105-Sturm-MBO,unsat,0.014,20.492
mbo_E9E28,20161105-Sturm-MBO,unsat,0.013,20.52
mbo_E9,20161105-Sturm-MBO,unsat,0.014,20.414
mgc_02,20161105-Sturm-MGC,memoryout,0,0
mgc_03,20161105-Sturm-MGC,memoryout,0,0
mgc_04,20161105-Sturm-MGC,memoryout,0,0
mgc_05,20161105-Sturm-MGC,memoryout,0,0
mgc_06,20161105-Sturm-MGC,memoryout,0,0
mgc_07,20161105-Sturm-MGC,memoryout,0,0
mgc_08,20161105-Sturm-MGC,memoryout,0,0
mgc_09,20161105-Sturm-MGC,memoryout,0,0
mgc_10,20161105-Sturm-MGC,memoryout,0,0
afnp2014.c.i_3_5_3.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,memoryout,0,0
array1.i_3_2_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,memoryout,0,0
array_monotonic.i_3_2_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,memoryout,0,0
array_ptr_single_elem_init.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,memoryout,0,0
array_single_elem_init.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,memoryout,0,0
