benchmark,family,result,time
ball_count_1d_plain.03.redlog_global_2,hycomp,unsat,0.013
ball_count_1d_plain.03.redlog_global_3,hycomp,unsat,0.023
ball_count_1d_plain.03.redlog_global_4,hycomp,unsat,0.021
ball_count_1d_plain.03.redlog_global_5,hycomp,unsat,0.031
ball_count_1d_plain.03.redlog_global_6,hycomp,sat,0.664
ball_count_1d_plain.03.redlog_global_7,hycomp,unsat,0.039
ball_count_1d_plain.03.redlog_global_8,hycomp,sat,566.386
ball_count_1d_plain.03.redlog_global_9,hycomp,unsat,0.041
ball_count_1d_plain.03.seq_lazy_global_0,hycomp,unsat,0.004
ball_count_1d_plain.03.seq_lazy_global_10,hycomp,cvc5 interrupted by timeout.,1200.023
ball_count_1d_plain.03.seq_lazy_global_11,hycomp,unsat,0.042
ball_count_1d_plain.03.seq_lazy_global_12,hycomp,cvc5 interrupted by timeout.,1200.007
ball_count_1d_plain.03.seq_lazy_global_13,hycomp,unsat,0.048
ball_count_1d_plain.03.seq_lazy_global_14,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.03.seq_lazy_global_15,hycomp,unsat,0.056
ball_count_1d_plain.03.seq_lazy_global_1,hycomp,unsat,0.006
ball_count_1d_plain.03.seq_lazy_global_2,hycomp,unsat,0.011
ball_count_1d_plain.03.seq_lazy_global_3,hycomp,unsat,0.015
ball_count_1d_plain.03.seq_lazy_global_4,hycomp,unsat,0.02
ball_count_1d_plain.03.seq_lazy_global_5,hycomp,unsat,0.021
ball_count_1d_plain.03.seq_lazy_global_6,hycomp,unsat,0.228
ball_count_1d_plain.03.seq_lazy_global_7,hycomp,unsat,0.027
ball_count_1d_plain.03.seq_lazy_global_8,hycomp,cvc5 interrupted by timeout.,1200.001
ball_count_1d_plain.03.seq_lazy_global_9,hycomp,unsat,0.034
ball_count_1d_plain.03.seq_lazy_lemmas_global_0,hycomp,unsat,0.006
ball_count_1d_plain.03.seq_lazy_lemmas_global_10,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.03.seq_lazy_lemmas_global_11,hycomp,unsat,0.057
ball_count_1d_plain.03.seq_lazy_lemmas_global_12,hycomp,cvc5 interrupted by timeout.,1200.008
ball_count_1d_plain.03.seq_lazy_lemmas_global_13,hycomp,unsat,0.059
ball_count_1d_plain.03.seq_lazy_lemmas_global_14,hycomp,sat,0.878
ball_count_1d_plain.03.seq_lazy_lemmas_global_15,hycomp,unsat,0.066
ball_count_1d_plain.03.seq_lazy_lemmas_global_1,hycomp,unsat,0.007
ball_count_1d_plain.03.seq_lazy_lemmas_global_2,hycomp,unsat,0.013
ball_count_1d_plain.03.seq_lazy_lemmas_global_3,hycomp,unsat,0.022
ball_count_1d_plain.03.seq_lazy_lemmas_global_4,hycomp,unsat,0.02
ball_count_1d_plain.03.seq_lazy_lemmas_global_5,hycomp,unsat,0.025
ball_count_1d_plain.03.seq_lazy_lemmas_global_6,hycomp,unsat,0.111
ball_count_1d_plain.03.seq_lazy_lemmas_global_7,hycomp,unsat,0.033
ball_count_1d_plain.03.seq_lazy_lemmas_global_8,hycomp,unsat,0.43
ball_count_1d_plain.03.seq_lazy_lemmas_global_9,hycomp,unsat,0.04
ball_count_1d_plain.03.seq_lazy_linear_enc_global_0,hycomp,unsat,0.004
ball_count_1d_plain.03.seq_lazy_linear_enc_global_10,hycomp,cvc5 interrupted by timeout.,1200.001
ball_count_1d_plain.03.seq_lazy_linear_enc_global_11,hycomp,unsat,0.042
ball_count_1d_plain.03.seq_lazy_linear_enc_global_12,hycomp,cvc5 interrupted by timeout.,1200.003
ball_count_1d_plain.03.seq_lazy_linear_enc_global_13,hycomp,unsat,0.059
ball_count_1d_plain.03.seq_lazy_linear_enc_global_14,hycomp,cvc5 interrupted by timeout.,1200.006
ball_count_1d_plain.03.seq_lazy_linear_enc_global_15,hycomp,unsat,0.06
ball_count_1d_plain.03.seq_lazy_linear_enc_global_1,hycomp,unsat,0.006
ball_count_1d_plain.03.seq_lazy_linear_enc_global_2,hycomp,unsat,0.012
ball_count_1d_plain.03.seq_lazy_linear_enc_global_3,hycomp,unsat,0.015
ball_count_1d_plain.03.seq_lazy_linear_enc_global_4,hycomp,unsat,0.034
ball_count_1d_plain.03.seq_lazy_linear_enc_global_5,hycomp,unsat,0.028
ball_count_1d_plain.03.seq_lazy_linear_enc_global_6,hycomp,unsat,0.105
ball_count_1d_plain.03.seq_lazy_linear_enc_global_7,hycomp,unsat,0.028
ball_count_1d_plain.03.seq_lazy_linear_enc_global_8,hycomp,unsat,0.349
ball_count_1d_plain.03.seq_lazy_linear_enc_global_9,hycomp,unsat,0.057
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.004
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_10,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.05
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_12,hycomp,cvc5 interrupted by timeout.,1200.001
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.062
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_14,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.065
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.012
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.017
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.017
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.023
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.027
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.07
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.034
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,2.322
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.041
ball_count_1d_plain.04.qfree_global_0,hycomp,unsat,0.008
ball_count_1d_plain.04.qfree_global_10,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.04.qfree_global_11,hycomp,unsat,0.042
ball_count_1d_plain.04.qfree_global_12,hycomp,cvc5 interrupted by timeout.,1200.01
ball_count_1d_plain.04.qfree_global_13,hycomp,unsat,0.041
ball_count_1d_plain.04.qfree_global_14,hycomp,cvc5 interrupted by timeout.,1200.01
ball_count_1d_plain.04.qfree_global_15,hycomp,unsat,0.052
ball_count_1d_plain.04.qfree_global_1,hycomp,unsat,0.011
ball_count_1d_plain.04.qfree_global_2,hycomp,unsat,0.011
ball_count_1d_plain.04.qfree_global_3,hycomp,unsat,0.014
ball_count_1d_plain.04.qfree_global_4,hycomp,unsat,0.021
ball_count_1d_plain.04.qfree_global_5,hycomp,unsat,0.02
ball_count_1d_plain.04.qfree_global_6,hycomp,unsat,0.025
ball_count_1d_plain.04.qfree_global_7,hycomp,unsat,0.028
ball_count_1d_plain.04.qfree_global_8,hycomp,cvc5 interrupted by timeout.,1200.011
ball_count_1d_plain.04.qfree_global_9,hycomp,unsat,0.035
ball_count_1d_plain.04.redlog_global_0,hycomp,unsat,0.009
ball_count_1d_plain.04.redlog_global_10,hycomp,cvc5 interrupted by timeout.,1200.675
ball_count_1d_plain.04.redlog_global_11,hycomp,unsat,0.047
ball_count_1d_plain.04.redlog_global_12,hycomp,cvc5 interrupted by timeout.,1200.005
ball_count_1d_plain.04.redlog_global_13,hycomp,unsat,0.056
ball_count_1d_plain.04.redlog_global_14,hycomp,cvc5 interrupted by timeout.,1200.033
ball_count_1d_plain.04.redlog_global_15,hycomp,unsat,0.063
ball_count_1d_plain.04.redlog_global_1,hycomp,unsat,0.007
ball_count_1d_plain.04.redlog_global_2,hycomp,unsat,0.016
ball_count_1d_plain.04.redlog_global_3,hycomp,unsat,0.02
ball_count_1d_plain.04.redlog_global_4,hycomp,unsat,0.02
ball_count_1d_plain.04.redlog_global_5,hycomp,unsat,0.028
ball_count_1d_plain.04.redlog_global_6,hycomp,unsat,0.027
ball_count_1d_plain.04.redlog_global_7,hycomp,unsat,0.037
ball_count_1d_plain.04.redlog_global_8,hycomp,cvc5 interrupted by timeout.,1200.007
ball_count_1d_plain.04.redlog_global_9,hycomp,unsat,0.04
ball_count_1d_plain.04.seq_lazy_global_0,hycomp,unsat,0.004
ball_count_1d_plain.04.seq_lazy_global_10,hycomp,unsat,0.75
ball_count_1d_plain.04.seq_lazy_global_11,hycomp,unsat,0.048
ball_count_1d_plain.04.seq_lazy_global_12,hycomp,cvc5 interrupted by timeout.,1200.257
ball_count_1d_plain.04.seq_lazy_global_13,hycomp,unsat,0.048
ball_count_1d_plain.04.seq_lazy_global_14,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.04.seq_lazy_global_15,hycomp,unsat,0.058
ball_count_1d_plain.04.seq_lazy_global_1,hycomp,unsat,0.006
ball_count_1d_plain.04.seq_lazy_global_2,hycomp,unsat,0.011
ball_count_1d_plain.04.seq_lazy_global_3,hycomp,unsat,0.014
ball_count_1d_plain.04.seq_lazy_global_4,hycomp,unsat,0.018
ball_count_1d_plain.04.seq_lazy_global_5,hycomp,unsat,0.025
ball_count_1d_plain.04.seq_lazy_global_6,hycomp,unsat,0.025
ball_count_1d_plain.04.seq_lazy_global_7,hycomp,unsat,0.027
ball_count_1d_plain.04.seq_lazy_global_8,hycomp,unsat,0.202
ball_count_1d_plain.04.seq_lazy_global_9,hycomp,unsat,0.038
ball_count_1d_plain.04.seq_lazy_lemmas_global_0,hycomp,unsat,0.004
ball_count_1d_plain.04.seq_lazy_lemmas_global_10,hycomp,unsat,0.42
ball_count_1d_plain.04.seq_lazy_lemmas_global_11,hycomp,unsat,0.056
ball_count_1d_plain.04.seq_lazy_lemmas_global_12,hycomp,unsat,5.011
ball_count_1d_plain.04.seq_lazy_lemmas_global_13,hycomp,unsat,0.059
ball_count_1d_plain.04.seq_lazy_lemmas_global_14,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.04.seq_lazy_lemmas_global_15,hycomp,unsat,0.062
ball_count_1d_plain.04.seq_lazy_lemmas_global_1,hycomp,unsat,0.01
ball_count_1d_plain.04.seq_lazy_lemmas_global_2,hycomp,unsat,0.013
ball_count_1d_plain.04.seq_lazy_lemmas_global_3,hycomp,unsat,0.019
ball_count_1d_plain.04.seq_lazy_lemmas_global_4,hycomp,unsat,0.021
ball_count_1d_plain.04.seq_lazy_lemmas_global_5,hycomp,unsat,0.029
ball_count_1d_plain.04.seq_lazy_lemmas_global_6,hycomp,unsat,0.029
ball_count_1d_plain.04.seq_lazy_lemmas_global_7,hycomp,unsat,0.035
ball_count_1d_plain.04.seq_lazy_lemmas_global_8,hycomp,unsat,0.24
ball_count_1d_plain.04.seq_lazy_lemmas_global_9,hycomp,unsat,0.041
ball_count_1d_plain.04.seq_lazy_linear_enc_global_0,hycomp,unsat,0.004
ball_count_1d_plain.04.seq_lazy_linear_enc_global_10,hycomp,unsat,49.085
ball_count_1d_plain.04.seq_lazy_linear_enc_global_11,hycomp,unsat,0.043
ball_count_1d_plain.04.seq_lazy_linear_enc_global_12,hycomp,unsat,33.691
ball_count_1d_plain.04.seq_lazy_linear_enc_global_13,hycomp,unsat,0.051
ball_count_1d_plain.04.seq_lazy_linear_enc_global_14,hycomp,cvc5 interrupted by timeout.,1200.017
ball_count_1d_plain.04.seq_lazy_linear_enc_global_15,hycomp,unsat,0.054
ball_count_1d_plain.04.seq_lazy_linear_enc_global_1,hycomp,unsat,0.006
ball_count_1d_plain.04.seq_lazy_linear_enc_global_2,hycomp,unsat,0.011
ball_count_1d_plain.04.seq_lazy_linear_enc_global_3,hycomp,unsat,0.014
ball_count_1d_plain.04.seq_lazy_linear_enc_global_4,hycomp,unsat,0.025
ball_count_1d_plain.04.seq_lazy_linear_enc_global_5,hycomp,unsat,0.023
ball_count_1d_plain.04.seq_lazy_linear_enc_global_6,hycomp,unsat,0.025
ball_count_1d_plain.04.seq_lazy_linear_enc_global_7,hycomp,unsat,0.028
ball_count_1d_plain.04.seq_lazy_linear_enc_global_8,hycomp,unsat,0.304
ball_count_1d_plain.04.seq_lazy_linear_enc_global_9,hycomp,unsat,0.036
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.005
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_10,hycomp,unsat,2.228
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.055
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_12,hycomp,unsat,3.314
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.058
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_14,hycomp,cvc5 interrupted by timeout.,1200.009
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.066
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.007
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.014
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.024
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.028
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.032
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.031
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.035
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,0.232
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.041
ball_count_1d_plain.05.qfree_global_0,hycomp,unsat,0.004
ball_count_1d_plain.05.qfree_global_10,hycomp,cvc5 interrupted by timeout.,1200.003
ball_count_1d_plain.05.qfree_global_11,hycomp,unsat,0.041
ball_count_1d_plain.05.qfree_global_12,hycomp,cvc5 interrupted by timeout.,1200.005
ball_count_1d_plain.05.qfree_global_13,hycomp,unsat,0.044
ball_count_1d_plain.05.qfree_global_14,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.05.qfree_global_15,hycomp,unsat,0.049
ball_count_1d_plain.05.qfree_global_1,hycomp,unsat,0.007
ball_count_1d_plain.05.qfree_global_2,hycomp,unsat,0.015
ball_count_1d_plain.05.qfree_global_3,hycomp,unsat,0.014
ball_count_1d_plain.05.qfree_global_4,hycomp,unsat,0.017
ball_count_1d_plain.05.qfree_global_5,hycomp,unsat,0.021
ball_count_1d_plain.05.qfree_global_6,hycomp,unsat,0.023
ball_count_1d_plain.05.qfree_global_7,hycomp,unsat,0.027
ball_count_1d_plain.05.qfree_global_8,hycomp,unsat,0.03
ball_count_1d_plain.05.qfree_global_9,hycomp,unsat,0.037
ball_count_1d_plain.05.redlog_global_0,hycomp,unsat,0.005
ball_count_1d_plain.05.redlog_global_10,hycomp,cvc5 interrupted by timeout.,1200.004
ball_count_1d_plain.05.redlog_global_11,hycomp,unsat,0.05
ball_count_1d_plain.05.redlog_global_12,hycomp,cvc5 interrupted by timeout.,1200.008
ball_count_1d_plain.05.redlog_global_13,hycomp,unsat,0.057
ball_count_1d_plain.05.redlog_global_14,hycomp,cvc5 interrupted by timeout.,1200.003
ball_count_1d_plain.05.redlog_global_15,hycomp,unsat,0.069
ball_count_1d_plain.05.redlog_global_1,hycomp,unsat,0.007
ball_count_1d_plain.05.redlog_global_2,hycomp,unsat,0.018
ball_count_1d_plain.05.redlog_global_3,hycomp,unsat,0.021
ball_count_1d_plain.05.redlog_global_4,hycomp,unsat,0.021
ball_count_1d_plain.05.redlog_global_5,hycomp,unsat,0.026
ball_count_1d_plain.05.redlog_global_6,hycomp,unsat,0.034
ball_count_1d_plain.05.redlog_global_7,hycomp,unsat,0.038
ball_count_1d_plain.05.redlog_global_8,hycomp,unsat,0.04
ball_count_1d_plain.05.redlog_global_9,hycomp,unsat,0.039
ball_count_1d_plain.05.seq_lazy_global_0,hycomp,unsat,0.004
ball_count_1d_plain.05.seq_lazy_global_10,hycomp,unsat,0.172
ball_count_1d_plain.05.seq_lazy_global_11,hycomp,unsat,0.04
ball_count_1d_plain.05.seq_lazy_global_12,hycomp,unsat,7.189
ball_count_1d_plain.05.seq_lazy_global_13,hycomp,unsat,0.052
ball_count_1d_plain.05.seq_lazy_global_14,hycomp,cvc5 interrupted by timeout.,1200.002
ball_count_1d_plain.05.seq_lazy_global_15,hycomp,unsat,0.057
ball_count_1d_plain.05.seq_lazy_global_1,hycomp,unsat,0.007
ball_count_1d_plain.05.seq_lazy_global_2,hycomp,unsat,0.012
ball_count_1d_plain.05.seq_lazy_global_3,hycomp,unsat,0.017
ball_count_1d_plain.05.seq_lazy_global_4,hycomp,unsat,0.02
ball_count_1d_plain.05.seq_lazy_global_5,hycomp,unsat,0.025
ball_count_1d_plain.05.seq_lazy_global_6,hycomp,unsat,0.025
ball_count_1d_plain.05.seq_lazy_global_7,hycomp,unsat,0.034
ball_count_1d_plain.05.seq_lazy_global_8,hycomp,unsat,0.032
ball_count_1d_plain.05.seq_lazy_global_9,hycomp,unsat,0.034
ball_count_1d_plain.05.seq_lazy_lemmas_global_0,hycomp,unsat,0.009
ball_count_1d_plain.05.seq_lazy_lemmas_global_10,hycomp,unsat,0.277
ball_count_1d_plain.05.seq_lazy_lemmas_global_11,hycomp,unsat,0.052
ball_count_1d_plain.05.seq_lazy_lemmas_global_12,hycomp,unsat,0.65
ball_count_1d_plain.05.seq_lazy_lemmas_global_13,hycomp,unsat,0.058
ball_count_1d_plain.05.seq_lazy_lemmas_global_14,hycomp,unsat,9.755
ball_count_1d_plain.05.seq_lazy_lemmas_global_15,hycomp,unsat,0.066
ball_count_1d_plain.05.seq_lazy_lemmas_global_1,hycomp,unsat,0.007
ball_count_1d_plain.05.seq_lazy_lemmas_global_2,hycomp,unsat,0.014
ball_count_1d_plain.05.seq_lazy_lemmas_global_3,hycomp,unsat,0.022
ball_count_1d_plain.05.seq_lazy_lemmas_global_4,hycomp,unsat,0.021
ball_count_1d_plain.05.seq_lazy_lemmas_global_5,hycomp,unsat,0.031
ball_count_1d_plain.05.seq_lazy_lemmas_global_6,hycomp,unsat,0.031
ball_count_1d_plain.05.seq_lazy_lemmas_global_7,hycomp,unsat,0.053
ball_count_1d_plain.05.seq_lazy_lemmas_global_8,hycomp,unsat,0.057
ball_count_1d_plain.05.seq_lazy_lemmas_global_9,hycomp,unsat,0.043
ball_count_1d_plain.05.seq_lazy_linear_enc_global_0,hycomp,unsat,0.004
ball_count_1d_plain.05.seq_lazy_linear_enc_global_10,hycomp,unsat,0.22
ball_count_1d_plain.05.seq_lazy_linear_enc_global_11,hycomp,unsat,0.039
ball_count_1d_plain.05.seq_lazy_linear_enc_global_12,hycomp,unsat,0.941
ball_count_1d_plain.05.seq_lazy_linear_enc_global_13,hycomp,unsat,0.046
ball_count_1d_plain.05.seq_lazy_linear_enc_global_14,hycomp,unsat,1.416
ball_count_1d_plain.05.seq_lazy_linear_enc_global_15,hycomp,unsat,0.084
ball_count_1d_plain.05.seq_lazy_linear_enc_global_1,hycomp,unsat,0.01
ball_count_1d_plain.05.seq_lazy_linear_enc_global_2,hycomp,unsat,0.017
ball_count_1d_plain.05.seq_lazy_linear_enc_global_3,hycomp,unsat,0.02
ball_count_1d_plain.05.seq_lazy_linear_enc_global_4,hycomp,unsat,0.021
ball_count_1d_plain.05.seq_lazy_linear_enc_global_5,hycomp,unsat,0.023
ball_count_1d_plain.05.seq_lazy_linear_enc_global_6,hycomp,unsat,0.025
ball_count_1d_plain.05.seq_lazy_linear_enc_global_7,hycomp,unsat,0.032
ball_count_1d_plain.05.seq_lazy_linear_enc_global_8,hycomp,unsat,0.036
ball_count_1d_plain.05.seq_lazy_linear_enc_global_9,hycomp,unsat,0.035
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.004
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_10,hycomp,unsat,1.881
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.055
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_12,hycomp,unsat,2.924
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.06
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_14,hycomp,cvc5 interrupted by timeout.,1200.04
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.071
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.007
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.014
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.018
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.022
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.026
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.031
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.035
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,0.039
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.066
ball_count_1d_plain.10.qfree_global_0,hycomp,unsat,0.004
ball_count_1d_plain.10.qfree_global_10,hycomp,unsat,0.035
ball_count_1d_plain.10.qfree_global_11,hycomp,unsat,0.032
ball_count_1d_plain.10.qfree_global_12,hycomp,unsat,0.041
ball_count_1d_plain.10.qfree_global_13,hycomp,unsat,0.033
ball_count_1d_plain.10.qfree_global_14,hycomp,unsat,0.047
ball_count_1d_plain.10.qfree_global_15,hycomp,unsat,0.043
ball_count_1d_plain.10.qfree_global_1,hycomp,unsat,0.005
ball_count_1d_plain.10.qfree_global_2,hycomp,unsat,0.013
ball_count_1d_plain.10.qfree_global_3,hycomp,unsat,0.012
ball_count_1d_plain.10.qfree_global_4,hycomp,unsat,0.018
ball_count_1d_plain.10.qfree_global_5,hycomp,unsat,0.015
ball_count_1d_plain.10.qfree_global_6,hycomp,unsat,0.021
ball_count_1d_plain.10.qfree_global_7,hycomp,unsat,0.021
ball_count_1d_plain.10.qfree_global_8,hycomp,unsat,0.031
ball_count_1d_plain.10.qfree_global_9,hycomp,unsat,0.025
ball_count_1d_plain.10.redlog_global_0,hycomp,unsat,0.005
ball_count_1d_plain.10.redlog_global_10,hycomp,unsat,0.046
ball_count_1d_plain.10.redlog_global_11,hycomp,unsat,0.037
ball_count_1d_plain.10.redlog_global_12,hycomp,unsat,0.055
ball_count_1d_plain.10.redlog_global_13,hycomp,unsat,0.044
ball_count_1d_plain.10.redlog_global_14,hycomp,unsat,0.061
ball_count_1d_plain.10.redlog_global_15,hycomp,unsat,0.05
ball_count_1d_plain.10.redlog_global_1,hycomp,unsat,0.007
ball_count_1d_plain.10.redlog_global_2,hycomp,unsat,0.014
ball_count_1d_plain.10.redlog_global_3,hycomp,unsat,0.014
ball_count_1d_plain.10.redlog_global_4,hycomp,unsat,0.019
ball_count_1d_plain.10.redlog_global_5,hycomp,unsat,0.019
ball_count_1d_plain.10.redlog_global_6,hycomp,unsat,0.03
ball_count_1d_plain.10.redlog_global_7,hycomp,unsat,0.029
ball_count_1d_plain.10.redlog_global_8,hycomp,unsat,0.037
ball_count_1d_plain.10.redlog_global_9,hycomp,unsat,0.037
ball_count_1d_plain.10.seq_lazy_global_0,hycomp,unsat,0.004
ball_count_1d_plain.10.seq_lazy_global_10,hycomp,unsat,0.05
ball_count_1d_plain.10.seq_lazy_global_11,hycomp,unsat,0.031
ball_count_1d_plain.10.seq_lazy_global_12,hycomp,unsat,0.048
ball_count_1d_plain.10.seq_lazy_global_13,hycomp,unsat,0.041
ball_count_1d_plain.10.seq_lazy_global_14,hycomp,unsat,0.055
ball_count_1d_plain.10.seq_lazy_global_15,hycomp,unsat,0.043
ball_count_1d_plain.10.seq_lazy_global_1,hycomp,unsat,0.006
ball_count_1d_plain.10.seq_lazy_global_2,hycomp,unsat,0.011
ball_count_1d_plain.10.seq_lazy_global_3,hycomp,unsat,0.013
ball_count_1d_plain.10.seq_lazy_global_4,hycomp,unsat,0.017
ball_count_1d_plain.10.seq_lazy_global_5,hycomp,unsat,0.018
ball_count_1d_plain.10.seq_lazy_global_6,hycomp,unsat,0.024
ball_count_1d_plain.10.seq_lazy_global_7,hycomp,unsat,0.022
ball_count_1d_plain.10.seq_lazy_global_8,hycomp,unsat,0.037
ball_count_1d_plain.10.seq_lazy_global_9,hycomp,unsat,0.025
ball_count_1d_plain.10.seq_lazy_lemmas_global_0,hycomp,unsat,0.004
ball_count_1d_plain.10.seq_lazy_lemmas_global_10,hycomp,unsat,0.049
ball_count_1d_plain.10.seq_lazy_lemmas_global_11,hycomp,unsat,0.037
ball_count_1d_plain.10.seq_lazy_lemmas_global_12,hycomp,unsat,0.06
ball_count_1d_plain.10.seq_lazy_lemmas_global_13,hycomp,unsat,0.044
ball_count_1d_plain.10.seq_lazy_lemmas_global_14,hycomp,unsat,0.067
ball_count_1d_plain.10.seq_lazy_lemmas_global_15,hycomp,unsat,0.048
ball_count_1d_plain.10.seq_lazy_lemmas_global_1,hycomp,unsat,0.009
ball_count_1d_plain.10.seq_lazy_lemmas_global_2,hycomp,unsat,0.013
ball_count_1d_plain.10.seq_lazy_lemmas_global_3,hycomp,unsat,0.018
ball_count_1d_plain.10.seq_lazy_lemmas_global_4,hycomp,unsat,0.025
ball_count_1d_plain.10.seq_lazy_lemmas_global_5,hycomp,unsat,0.022
ball_count_1d_plain.10.seq_lazy_lemmas_global_6,hycomp,unsat,0.029
ball_count_1d_plain.10.seq_lazy_lemmas_global_7,hycomp,unsat,0.024
ball_count_1d_plain.10.seq_lazy_lemmas_global_8,hycomp,unsat,0.038
ball_count_1d_plain.10.seq_lazy_lemmas_global_9,hycomp,unsat,0.036
ball_count_1d_plain.10.seq_lazy_linear_enc_global_0,hycomp,unsat,0.004
ball_count_1d_plain.10.seq_lazy_linear_enc_global_10,hycomp,unsat,0.038
ball_count_1d_plain.10.seq_lazy_linear_enc_global_11,hycomp,unsat,0.034
ball_count_1d_plain.10.seq_lazy_linear_enc_global_12,hycomp,unsat,0.05
ball_count_1d_plain.10.seq_lazy_linear_enc_global_13,hycomp,unsat,0.035
ball_count_1d_plain.10.seq_lazy_linear_enc_global_14,hycomp,unsat,0.058
ball_count_1d_plain.10.seq_lazy_linear_enc_global_15,hycomp,unsat,0.042
ball_count_1d_plain.10.seq_lazy_linear_enc_global_1,hycomp,unsat,0.006
ball_count_1d_plain.10.seq_lazy_linear_enc_global_2,hycomp,unsat,0.011
ball_count_1d_plain.10.seq_lazy_linear_enc_global_3,hycomp,unsat,0.013
ball_count_1d_plain.10.seq_lazy_linear_enc_global_4,hycomp,unsat,0.017
ball_count_1d_plain.10.seq_lazy_linear_enc_global_5,hycomp,unsat,0.016
ball_count_1d_plain.10.seq_lazy_linear_enc_global_6,hycomp,unsat,0.029
ball_count_1d_plain.10.seq_lazy_linear_enc_global_7,hycomp,unsat,0.02
