benchmark,family,result,time
sqrt-1mcosq-8-chunk-0207,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0208,meti-tarski,unsat,0.054
sqrt-1mcosq-8-chunk-0209,meti-tarski,sat,0.041
sqrt-1mcosq-8-chunk-0210,meti-tarski,unsat,0.052
sqrt-1mcosq-8-chunk-0211,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0212,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0213,meti-tarski,unsat,0.023
sqrt-1mcosq-8-chunk-0214,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0215,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0218,meti-tarski,unsat,0.025
sqrt-1mcosq-8-chunk-0219,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0222,meti-tarski,unsat,0.032
sqrt-1mcosq-8-chunk-0223,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0224,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0225,meti-tarski,unsat,0.035
sqrt-1mcosq-8-chunk-0226,meti-tarski,sat,0.035
sqrt-1mcosq-8-chunk-0227,meti-tarski,unsat,0.036
sqrt-1mcosq-8-chunk-0228,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0229,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0230,meti-tarski,unsat,0.015
sqrt-1mcosq-8-chunk-0231,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0232,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0233,meti-tarski,unsat,0.058
sqrt-1mcosq-8-chunk-0234,meti-tarski,sat,0.044
sqrt-1mcosq-8-chunk-0235,meti-tarski,unsat,0.05
sqrt-1mcosq-8-chunk-0236,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0237,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0238,meti-tarski,unsat,0.029
sqrt-1mcosq-8-chunk-0239,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0240,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0241,meti-tarski,unsat,0.063
sqrt-1mcosq-8-chunk-0242,meti-tarski,sat,0.049
sqrt-1mcosq-8-chunk-0243,meti-tarski,unsat,0.063
sqrt-1mcosq-8-chunk-0244,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0246,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0247,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0248,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0249,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0250,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0251,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0252,meti-tarski,unsat,0.083
sqrt-1mcosq-8-chunk-0253,meti-tarski,sat,0.062
sqrt-1mcosq-8-chunk-0254,meti-tarski,unsat,0.114
sqrt-1mcosq-8-chunk-0255,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0256,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0257,meti-tarski,unsat,0.026
sqrt-1mcosq-8-chunk-0258,meti-tarski,unsat,0.036
sqrt-1mcosq-8-chunk-0259,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0260,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0262,meti-tarski,sat,0.021
sqrt-1mcosq-8-chunk-0263,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0264,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0265,meti-tarski,unsat,0.046
sqrt-1mcosq-8-chunk-0266,meti-tarski,sat,0.04
sqrt-1mcosq-8-chunk-0267,meti-tarski,unsat,0.046
sqrt-1mcosq-8-chunk-0269,meti-tarski,sat,0.037
sqrt-1mcosq-8-chunk-0270,meti-tarski,unsat,0.036
sqrt-1mcosq-8-chunk-0271,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0272,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0273,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0274,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0275,meti-tarski,unsat,0.055
sqrt-1mcosq-8-chunk-0276,meti-tarski,sat,0.044
sqrt-1mcosq-8-chunk-0277,meti-tarski,unsat,0.057
sqrt-1mcosq-8-chunk-0278,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0279,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0280,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0281,meti-tarski,sat,0.017
sqrt-1mcosq-8-chunk-0282,meti-tarski,unsat,0.068
sqrt-1mcosq-8-chunk-0283,meti-tarski,sat,0.059
sqrt-1mcosq-8-chunk-0284,meti-tarski,unsat,0.069
sqrt-1mcosq-8-chunk-0285,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0286,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0287,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0288,meti-tarski,sat,0.022
sqrt-1mcosq-8-chunk-0289,meti-tarski,unsat,0.081
sqrt-1mcosq-8-chunk-0290,meti-tarski,sat,0.067
sqrt-1mcosq-8-chunk-0291,meti-tarski,unsat,0.08
sqrt-1mcosq-8-chunk-0292,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0293,meti-tarski,sat,0.017
sqrt-1mcosq-8-chunk-0294,meti-tarski,sat,0.022
sqrt-1mcosq-8-chunk-0295,meti-tarski,sat,0.021
sqrt-1mcosq-8-chunk-0296,meti-tarski,unsat,0.112
sqrt-1mcosq-8-chunk-0297,meti-tarski,sat,0.097
sqrt-1mcosq-8-chunk-0298,meti-tarski,unsat,0.16
sqrt-1mcosq-8-chunk-0299,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0300,meti-tarski,sat,0.016
sqrt-1mcosq-8-chunk-0301,meti-tarski,unsat,0.04
sqrt-1mcosq-8-chunk-0302,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0303,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0305,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0306,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0307,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0308,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0309,meti-tarski,unsat,0.008
sqrt-1mcosq-8-chunk-0310,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0311,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0313,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0314,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0315,meti-tarski,unsat,0.009
sqrt-1mcosq-8-chunk-0316,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0317,meti-tarski,unsat,0.006
sqrt-1mcosq-8-chunk-0318,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0319,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0320,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0321,meti-tarski,unsat,0.013
sqrt-1mcosq-8-chunk-0322,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0323,meti-tarski,unsat,0.009
sqrt-1mcosq-8-chunk-0324,meti-tarski,unsat,0.017
sqrt-1mcosq-8-chunk-0325,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0326,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0327,meti-tarski,unsat,0.017
sqrt-1mcosq-8-chunk-0328,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0329,meti-tarski,unsat,0.009
sqrt-1mcosq-8-chunk-0330,meti-tarski,unsat,0.021
sqrt-1mcosq-8-chunk-0331,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0332,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0333,meti-tarski,unsat,0.027
sqrt-1mcosq-8-chunk-0334,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0335,meti-tarski,unsat,0.01
sqrt-1mcosq-8-chunk-0336,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0338,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0339,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0340,meti-tarski,unsat,0.02
sqrt-1mcosq-8-chunk-0341,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0342,meti-tarski,unsat,0.021
sqrt-1mcosq-8-chunk-0343,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0344,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0345,meti-tarski,unsat,0.021
sqrt-1mcosq-8-chunk-0346,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0347,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0348,meti-tarski,unsat,0.026
sqrt-1mcosq-8-chunk-0349,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0350,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0351,meti-tarski,unsat,0.027
sqrt-1mcosq-8-chunk-0352,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0353,meti-tarski,unsat,0.015
sqrt-1mcosq-8-chunk-0354,meti-tarski,unsat,0.034
sqrt-1mcosq-8-chunk-0355,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0356,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0357,meti-tarski,unsat,0.034
sqrt-1mcosq-8-chunk-0358,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0359,meti-tarski,unsat,0.016
sqrt-1mcosq-8-chunk-0360,meti-tarski,unsat,0.035
sqrt-1mcosq-8-chunk-0362,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0363,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0364,meti-tarski,unsat,0.036
sqrt-1mcosq-8-chunk-0365,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0366,meti-tarski,unsat,0.016
sqrt-1mcosq-8-chunk-0367,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0368,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0369,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0370,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0371,meti-tarski,unsat,0.028
sqrt-1mcosq-8-chunk-0372,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0373,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0374,meti-tarski,unsat,0.028
sqrt-1mcosq-8-chunk-0375,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0376,meti-tarski,unsat,0.035
sqrt-1mcosq-8-chunk-0377,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0378,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0379,meti-tarski,unsat,0.033
sqrt-1mcosq-8-chunk-0380,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0381,meti-tarski,unsat,0.013
sqrt-1mcosq-8-chunk-0382,meti-tarski,unsat,0.042
sqrt-1mcosq-8-chunk-0383,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0384,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0385,meti-tarski,unsat,0.041
sqrt-1mcosq-8-chunk-0386,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0387,meti-tarski,unsat,0.021
sqrt-1mcosq-8-chunk-0388,meti-tarski,unsat,0.056
sqrt-1mcosq-8-chunk-0390,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0391,meti-tarski,sat,0.02
sqrt-1mcosq-8-chunk-0392,meti-tarski,unsat,0.05
sqrt-1mcosq-8-chunk-0393,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0394,meti-tarski,unsat,0.023
sqrt-1mcosq-8-chunk-0395,meti-tarski,unsat,0.033
sqrt-1mcosq-8-chunk-0397,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0398,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0399,meti-tarski,unsat,0.034
sqrt-1mcosq-8-chunk-0400,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0401,meti-tarski,unsat,0.039
sqrt-1mcosq-8-chunk-0402,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0403,meti-tarski,unsat,0.04
sqrt-1mcosq-8-chunk-0404,meti-tarski,unsat,0.049
sqrt-1mcosq-8-chunk-0405,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0406,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0407,meti-tarski,unsat,0.043
sqrt-1mcosq-8-chunk-0408,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0409,meti-tarski,unsat,0.052
sqrt-1mcosq-8-chunk-0410,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0411,meti-tarski,sat,0.017
sqrt-1mcosq-8-chunk-0412,meti-tarski,unsat,0.052
sqrt-1mcosq-8-chunk-0413,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0414,meti-tarski,unsat,0.027
sqrt-1mcosq-8-chunk-0418,meti-tarski,unsat,0.065
sqrt-1mcosq-8-chunk-0420,meti-tarski,sat,0.016
sqrt-1mcosq-8-chunk-0421,meti-tarski,sat,0.021
sqrt-1mcosq-8-chunk-0422,meti-tarski,unsat,0.068
sqrt-1mcosq-8-chunk-0423,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0424,meti-tarski,unsat,0.025
sqrt-1mcosq-8-chunk-0425,meti-tarski,unsat,0.079
sqrt-1mcosq-8-chunk-0426,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0427,meti-tarski,sat,0.024
sqrt-1mcosq-8-chunk-0428,meti-tarski,unsat,0.077
sqrt-1mcosq-8-chunk-0429,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0430,meti-tarski,unsat,0.026
sqrt-1mcosq-8-chunk-0431,meti-tarski,unsat,0.047
sqrt-1mcosq-8-chunk-0432,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0433,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0434,meti-tarski,sat,0.02
sqrt-1mcosq-8-chunk-0435,meti-tarski,unsat,0.045
sqrt-1mcosq-8-chunk-0436,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0437,meti-tarski,unsat,0.055
sqrt-1mcosq-8-chunk-0438,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0439,meti-tarski,unsat,0.057
sqrt-1mcosq-8-chunk-0440,meti-tarski,unsat,0.071
sqrt-1mcosq-8-chunk-0441,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0442,meti-tarski,sat,0.021
sqrt-1mcosq-8-chunk-0443,meti-tarski,unsat,0.069
sqrt-1mcosq-8-chunk-0444,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0445,meti-tarski,unsat,0.084
sqrt-1mcosq-8-chunk-0446,meti-tarski,sat,0.02
sqrt-1mcosq-8-chunk-0447,meti-tarski,sat,0.024
sqrt-1mcosq-8-chunk-0448,meti-tarski,unsat,0.08
sqrt-1mcosq-8-chunk-0449,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0450,meti-tarski,sat,0.019
sqrt-1mcosq-8-chunk-0452,meti-tarski,unsat,0.123
sqrt-1mcosq-8-chunk-0453,meti-tarski,sat,0.019
sqrt-1mcosq-8-chunk-0454,meti-tarski,sat,0.04
sqrt-1mcosq-8-chunk-0455,meti-tarski,unsat,0.111
sqrt-1mcosq-8-chunk-0456,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0457,meti-tarski,unsat,0.037
sqrt-1mcosq-8-chunk-0458,meti-tarski,sat,0.035
sqrt-1mcosq-8-chunk-0459,meti-tarski,unsat,0.035
sqrt-1mcosq-8-chunk-0460,meti-tarski,sat,0.018
sqrt-1mcosq-8-chunk-0461,meti-tarski,unsat,0.023
sqrt-1mcosq-8-chunk-0462,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0463,meti-tarski,unsat,0.023
sqrt-1mcosq-8-chunk-0464,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0465,meti-tarski,unsat,0.013
sqrt-1mcosq-8-chunk-0466,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0467,meti-tarski,unsat,0.008
sqrt-1mcosq-8-chunk-0468,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0469,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0470,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0471,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0472,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0473,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0474,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0475,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0478,meti-tarski,unsat,0.013
sqrt-1mcosq-8-chunk-0479,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0480,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0481,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0482,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0484,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0485,meti-tarski,unsat,0.01
sqrt-1mcosq-8-chunk-0488,meti-tarski,unsat,0.017
sqrt-1mcosq-8-chunk-0490,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0491,meti-tarski,unsat,0.015
sqrt-1mcosq-8-chunk-0494,meti-tarski,unsat,0.02
sqrt-1mcosq-8-chunk-0496,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0497,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0500,meti-tarski,unsat,0.026
sqrt-1mcosq-8-chunk-0501,meti-tarski,unsat,0.04
sqrt-1mcosq-8-chunk-0502,meti-tarski,unsat,0.025
sqrt-1mcosq-8-chunk-0503,meti-tarski,unsat,0.023
sqrt-1mcosq-8-chunk-0504,meti-tarski,unsat,0.019
sqrt-1mcosq-8-chunk-0505,meti-tarski,unsat,0.007
sqrt-1mcosq-8-chunk-0506,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0507,meti-tarski,sat,0.019
sqrt-1mcosq-8-chunk-0508,meti-tarski,unsat,0.028
sqrt-1mcosq-8-chunk-0509,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0510,meti-tarski,unsat,0.01
sqrt-1mcosq-8-chunk-0511,meti-tarski,sat,0.013
sqrt-1mcosq-8-chunk-0512,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0513,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0514,meti-tarski,unsat,0.008
sqrt-1mcosq-8-chunk-0516,meti-tarski,sat,0.024
sqrt-1mcosq-8-chunk-0517,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0518,meti-tarski,unsat,0.01
sqrt-1mcosq-8-chunk-0519,meti-tarski,sat,0.004
sqrt-1mcosq-8-chunk-0520,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0521,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0522,meti-tarski,unsat,0.009
sqrt-1mcosq-8-chunk-0524,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0525,meti-tarski,unsat,0.007
sqrt-1mcosq-8-chunk-0526,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0527,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0528,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0529,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0530,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0531,meti-tarski,unsat,0.008
sqrt-1mcosq-8-chunk-0532,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0533,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0534,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0535,meti-tarski,unsat,0.016
sqrt-1mcosq-8-chunk-0536,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0537,meti-tarski,unsat,0.013
sqrt-1mcosq-8-chunk-0539,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0540,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0541,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0545,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0547,meti-tarski,sat,0.018
sqrt-1mcosq-8-chunk-0548,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0549,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0550,meti-tarski,sat,0.016
sqrt-1mcosq-8-chunk-0551,meti-tarski,unsat,0.027
sqrt-1mcosq-8-chunk-0552,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0553,meti-tarski,unsat,0.01
sqrt-1mcosq-8-chunk-0554,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0556,meti-tarski,unsat,0.017
sqrt-1mcosq-8-chunk-0557,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0558,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0559,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0560,meti-tarski,unsat,0.015
sqrt-1mcosq-8-chunk-0562,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0563,meti-tarski,unsat,0.02
sqrt-1mcosq-8-chunk-0564,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0565,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0566,meti-tarski,unsat,0.02
sqrt-1mcosq-8-chunk-0567,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0568,meti-tarski,unsat,0.011
sqrt-1mcosq-8-chunk-0569,meti-tarski,unsat,0.027
sqrt-1mcosq-8-chunk-0570,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0571,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0572,meti-tarski,unsat,0.027
sqrt-1mcosq-8-chunk-0573,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0574,meti-tarski,unsat,0.013
sqrt-1mcosq-8-chunk-0575,meti-tarski,unsat,0.037
sqrt-1mcosq-8-chunk-0576,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0577,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0578,meti-tarski,unsat,0.038
sqrt-1mcosq-8-chunk-0579,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0580,meti-tarski,unsat,0.012
sqrt-1mcosq-8-chunk-0582,meti-tarski,unsat,0.038
sqrt-1mcosq-8-chunk-0583,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0584,meti-tarski,sat,0.004
sqrt-1mcosq-8-chunk-0585,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0586,meti-tarski,sat,0.018
sqrt-1mcosq-8-chunk-0587,meti-tarski,unsat,0.035
sqrt-1mcosq-8-chunk-0589,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0590,meti-tarski,unsat,0.015
sqrt-1mcosq-8-chunk-0591,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0592,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0593,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0594,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0595,meti-tarski,unsat,0.025
sqrt-1mcosq-8-chunk-0597,meti-tarski,unsat,0.031
sqrt-1mcosq-8-chunk-0598,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0599,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0600,meti-tarski,unsat,0.027
sqrt-1mcosq-8-chunk-0601,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0602,meti-tarski,unsat,0.033
sqrt-1mcosq-8-chunk-0603,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0604,meti-tarski,sat,0.016
sqrt-1mcosq-8-chunk-0605,meti-tarski,unsat,0.033
sqrt-1mcosq-8-chunk-0606,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0607,meti-tarski,unsat,0.017
sqrt-1mcosq-8-chunk-0608,meti-tarski,unsat,0.041
sqrt-1mcosq-8-chunk-0609,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0610,meti-tarski,sat,0.018
sqrt-1mcosq-8-chunk-0611,meti-tarski,unsat,0.043
sqrt-1mcosq-8-chunk-0612,meti-tarski,sat,0.008
sqrt-1mcosq-8-chunk-0613,meti-tarski,unsat,0.014
sqrt-1mcosq-8-chunk-0614,meti-tarski,unsat,0.054
sqrt-1mcosq-8-chunk-0615,meti-tarski,sat,0.005
sqrt-1mcosq-8-chunk-0616,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0617,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0618,meti-tarski,sat,0.017
sqrt-1mcosq-8-chunk-0619,meti-tarski,unsat,0.054
sqrt-1mcosq-8-chunk-0621,meti-tarski,sat,0.009
sqrt-1mcosq-8-chunk-0622,meti-tarski,unsat,0.022
sqrt-1mcosq-8-chunk-0623,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0625,meti-tarski,unsat,0.032
sqrt-1mcosq-8-chunk-0626,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0627,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0628,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0629,meti-tarski,unsat,0.029
sqrt-1mcosq-8-chunk-0631,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0632,meti-tarski,unsat,0.035
sqrt-1mcosq-8-chunk-0633,meti-tarski,sat,0.012
sqrt-1mcosq-8-chunk-0634,meti-tarski,unsat,0.046
sqrt-1mcosq-8-chunk-0635,meti-tarski,unsat,0.043
sqrt-1mcosq-8-chunk-0636,meti-tarski,sat,0.01
sqrt-1mcosq-8-chunk-0637,meti-tarski,sat,0.018
sqrt-1mcosq-8-chunk-0638,meti-tarski,unsat,0.042
sqrt-1mcosq-8-chunk-0639,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0640,meti-tarski,unsat,0.053
sqrt-1mcosq-8-chunk-0641,meti-tarski,sat,0.014
sqrt-1mcosq-8-chunk-0642,meti-tarski,sat,0.017
sqrt-1mcosq-8-chunk-0643,meti-tarski,unsat,0.051
sqrt-1mcosq-8-chunk-0644,meti-tarski,sat,0.015
sqrt-1mcosq-8-chunk-0645,meti-tarski,unsat,0.023
sqrt-1mcosq-8-chunk-0648,meti-tarski,sat,0.031
sqrt-1mcosq-8-chunk-0649,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0650,meti-tarski,sat,0.006
sqrt-1mcosq-8-chunk-0651,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0654,meti-tarski,sat,0.007
sqrt-1mcosq-8-chunk-0655,meti-tarski,unsat,0.013
sqrt-1mcosq-8-chunk-0656,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0657,meti-tarski,unsat,0.007
sqrt-1mcosq-8-chunk-0658,meti-tarski,sat,0.011
sqrt-1mcosq-8-chunk-0659,meti-tarski,unsat,0.006
sqrt-1mcosq-8-chunk-0660,meti-tarski,sat,0.008
